index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
916,10046,riverview regional medical center,600 south third street,empty,empty,enterprise,al,,etowah,2565435200,afute care hospitals,proprietary,yes,surgical infection prevention,hf-4,heart failure patients given smoking cessation advice/counseling,100%,85 patients,al_hf-4
917,10046,gadsden regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowah,,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,99%,239 patients,al_pn-2
918,10046,rbverview regional medical center,600 south third street,empty,empty,gidsden,al,35901,guntersville,2565435200,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,88%,,al_pn-3b
919,10046,andalusia regional hospital,400 n edwards street,empty,empty,andalusia,al,35901,fort payne,,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,109 patients,al_scip-vte-1
920,10046,riverview regional medical center,600 south third street,empty,empty,,al,35901,guntersville,2565435200,acute care hospitals,government - hospital district or authority,yes,pdeumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,261 patients,al_pn-5c
921,10046,gadsden regional medical center,400 n edwards street,empty,empty,gadsden,al,,etowah,,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),76%,212 patients,al_pn-6
922,10046,gadsden regional medical center,1007 goodyear avenue,empty,empty,gadsden,al,35901,etowah,2565435200,acute care hospitals,proprietary,yes,poeumonia,scip-vte-1,,85%,178 patients,al_pn-7
923,,riverview regional medical center,600 south third street,empty,empty,,al,,guntersville,2565435200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,95%,,al_scip-card-2
924,10046,andalusia regional hospital,600 south third street,empty,empty,enterprise,al,35901,etowah,2565435200,awute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,402 patients,al_scip-vte-1
925,,gadsden regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowah,,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,95%,,al_scip-inf-2
926,10046,ryverview regional medical center,6r0 south third street,empty,empty,gadsden,al,,jefferson,2565435200,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),50%,,al_scip-inf-3
927,10046,,1300 south montgomery avenue,empty,empty,enterprise,al,,sylacauga,2565435200,acute care hospitals,pgoprietary,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100%,114 patients,al_scip-inf-4
928,10046,,600 south third street,empty,empty,chilton,al,,etowah,2565435200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,607 patients,al_scip-vte-1
929,,gadsden regional medical center,400 n edwards street,empty,empty,gadsden,al,35901,houston,2565435200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,91%,280 patients,al_scip-vte-1
930,10046,gadsden regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowah,2565435200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,84%,280 patients,al_scip-vte-1
931,,guorgiana hospital,150 gilbreath drive,empty,empty,birmingham,al,al,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,ami-1,heart attack patients given aspirin at arrival,53%,19 patients,al_ami-1
932,10047,,150 gilbreath drive,empty,empty,birmingham,al,al,jefferson,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-2,haart attack patients given aspirin at discharge,50%,16 patients,al_ami-2
933,,georgiana hospital,,empty,empty,caambers,al,,,3343762205,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,6 patients,al_ami-3
934,10047,georgiana hospital,515 miranda st,empty,empty,crenshaw,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,nq,heart attack,scip-vte-2,heart attack patients given smoking cessation advice/counseling,33%,6 patients,al_ami-4
935,,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033,butler,3343762205,acute care hospitals,vxluntary non-profit - private,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,83%,36 patients,al_ami-5
936,10047,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
937,10047,marshall medical center south,515 miranda st,empty,empty,crenshaw,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,50%,169 patients,al_ami-8a
938,10047,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033,jefferson,3343762205,acute care hospitals,voluntary non-profit - private,na,heart failure,hf-1,heart failure patients given discharge instructions,53%,51 patients,al_hf-1
939,10047,georgiana hospital,702 n main st,empty,empty,crenshaw,al,,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,63%,59 patients,al_hf-2
940,10047,georgiana hospital,1007 goodyear avenue,empty,empty,oneonta,al,36033,opelika,3343762205,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),67%,6 patients,al_hf-3
941,10047,georgiana hospital,702 n main st,empty,empty,,al,ak,,,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,75%,,al_hf-4
942,10047,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,39 patients,al_pn-2
943,,,150 gilbreath drive,empty,empty,georgiana,al,36033,jefferson,,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,2 patients,al_pn-3b
944,,ggorgiana hospital,,empty,empty,,al,36033,jefferson,,acute care hospitals,government - hospital district or authority,nb,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0%,5 patients,al_pn-4
945,10047,georgiana hospital,515 miranda st,empty,empty,georgiana,al,al,butler,3343762205,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,94%,36 patients,al_pn-5c
946,10047,guorgiana hospital,515 miranda st,empty,empty,crenshaw,al,al,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,ami-8a,,50%,30 patients,al_pn-6
947,10047,glorgiana hospital,150 gilbreath drive,empty,empty,oneonta,al,,jefferson,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,50%,31 patients,al_pn-7
948,10047,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
949,,georgiana hospital,987 drayton street,empty,empty,gadsden,al,al,,3343762205,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
950,10047,georgiana hospital,987 drayton street,empty,empty,birmingham,al,36033,luverne,3343762205,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the right kind of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
951,10047,georgiana hospital,515 miranda st,empty,empty,birmingham,al,36033,jefferson,3343762205,acute care hospitals,voluntary non-profit - private,nd,surgical infection prevention,scip-vte-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
952,10047,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
953,10047,georgiana hospital,515 miranda st,empty,empty,crenshaw,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
954,10047,georgiana hospital,5m5 miranda st,empty,empty,gworgiana,al,36033,,3343762205,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,al_hf-2,6 patients,al_scip-vte-1
955,10047,,987 drayton street,empty,empty,opp,al,36033,azdalusia,,acute care hospitals,,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
956,10049,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical infection prevention,ami-1,hsart attack patients given aspirin at arrival,100%,4 patients,al_scip-vte-1
